tag_code,date,city_location,state_province,zip_pc,country,first_name,notes
AGRL532,2022-10-24T00:00:00Z,Louisville,KY,,USA,Jennie,"He or She flew right up to me when I was walking to my car to leave for work. I was looking at how beautiful it was when I noticed the sticker. So, when it finally landed in the front yard, I took a picture to see what the sticker was."
AGRL853,2022-10-07T00:00:00Z,Louisville,KY,,USA,Nick,found on a sidewalk next to a gas station at the intersection of Herr Lane and Brownsboro Rd
AGRM845,2022-10-15T00:00:00Z,Lexington,KY,,USA,Laura,We found this beautiful monarch on a bush outside of our house. It didn’t mind us taking pictures and even fluttered it’s wings at us. Looked like there was slight damage to the right wing.
AGRS162,2022-10-02T00:00:00Z,St Louis,MO,,USA,Lorre,At Soulard Garden Co-Op 2 butterflies mating both tagged
AGRS500,2022-09-18T00:00:00Z,saint Louis,MO,,USA,Ellis,Found at the forest park nature scape
AGRS852,2022-10-03T00:00:00Z,Enid,OK,,USA,Michelle,NA
AGRT206,2022-10-05T00:00:00Z,St louis,MO,,USA,Cheg,NA
AGRU527,2022-09-05T00:00:00Z,Webster Groves,MO,,USA,Sarah,NA
AGRU543,2022-09-12T00:00:00Z,Clayton,MO,,USA,Robert and Julia,He was feeding avidly on all four of our butterfly bushes. He was also fighting off other monarchs in the area!
AGRU956,2022-09-16T00:00:00Z,Olathe,KS,,USA,Heather,"This monarch was nectaring on a variety of plants, mostly butterfly bushes and other things in the pollinator gardens."
AGRW440,2022-09-17T00:00:00Z,Kansas City,MO,,USA,George,Ewing and Muriel Kauffman Memorial Garden
AGRX467,2022-11-03T00:00:00Z,Dixon,MO,,USA,DEBRA,NA
AGSA016,2022-10-02T00:00:00Z,Kansas City,MO,,USA,Alex,NA
AGSH854,2022-10-05T00:00:00Z,Frederick,OK,,USA,Melynda,Found monarch while collecting monarchs on a fall roost for tagging
AGSL950,2022-09-17T00:00:00Z,Macksville,KS,,USA,Tammy,Quivera wildlife
AGSL952,2022-09-17T00:00:00Z,Macksville,KS,,USA,Tammy,Quivera
AGSL955,2022-09-17T00:00:00Z,Macksville,KS,,USA,Tammy,NA
AGSL958,2022-09-17T00:00:00Z,Macksville,KS,,USA,Tammy,NA
AGSL986,2022-10-06T00:00:00Z,Stafford,KS,,USA,Rachel,It was captured on Quivira National Wildlife Refuge (on goldenrod) while tagging monarchs.
AGSM100,2022-09-17T00:00:00Z,Macksville,KS,,USA,Tammy,Quivera
AGSM907,2022-09-19T00:00:00Z,Thornton,CO,,USA,Mary,On my butterfly bush
AGSM913,2022-09-18T00:00:00Z,Thornton,CO,,USA,Laura,She was loving my red/orange dahlias
AGSN214,2022-09-03T00:00:00Z,Fort Collins,CO,,USA,Daniel,NA
AGSR114,2022-10-08T00:00:00Z,Sopchoppy,FL,,USA,Cathy,This butterfly was found feeding on wildflowers at the Ochlockonee River State Park.
AGSR926,2022-09-30T00:00:00Z,EVA,AL,,USA,Sandra,Found in my flower/milkweed garden feeding on sunflowers
AGSS225,2022-10-03T00:00:00Z,Pensacola,FL,,USA,Michelle,NA
AGSS285,2022-10-12T00:00:00Z,Fort Morgan,AL,,USA,Ron,NA
AGSS855,2022-10-06T00:00:00Z,Gulfport,MS,,USA,Bella,On ground near tree
AGST162,2022-11-12T00:00:00Z,Slidell,LA,,USA,BILL,Appears to be dying. It is one of our first cool mornings so not sure. Will watch when temperature comes up. But rain today.
AGST163,2022-11-06T00:00:00Z,Slidell,LA,,USA,BILL,Found mating on top of male. On Firebush close to my milkweed.
AGST163,2022-11-06T00:00:00Z,Slidell,LA,,USA,Bill,Mating at the time. She was on top of male.
AGST163,2022-11-13T00:00:00Z,Slidell,LA,,USA,BILL,2nd capture. still in area. still flying very well and healthy.
AGST720,2022-11-01T00:00:00Z,New orleans,LA,,USA,Vickie,"I have only spotted 3 on different days, at least 3 days apart"
AGST928,2022-09-20T00:00:00Z,Baton Rouge,LA,,USA,Wendra,NA
AGSW033,2022-09-03T00:00:00Z,Rockaway Park,NY,,USA,Justin,"The monarch was found at Tribute park in Rockaway nyc, and was feeding on some purple flowers."
AGSW226,2022-09-20T00:00:00Z,Canterbury,CT,,USA,Nila,NA
AGSW583,2022-09-22T00:00:00Z,Waterford,CT,,USA,Colette,NA
AGTA862,2022-08-29T00:00:00Z,Catonsville,MD,,USA,Brian,NA
AGTA968,2022-10-07T00:00:00Z,Lavale,MD,,USA,Christin,Found on ground. Little movement. Moved leaf it was on to bush and it briefly flew and returned to the same spot in the ground
AGTB196,2022-10-09T00:00:00Z,Cape May,NJ,,USA,Heather,NA
AGTB883,2022-10-16T00:00:00Z,Virginia Beach,VA,,USA,Kaitlyn,NA
AGTE476,2022-08-27T00:00:00Z,Delaware,OH,,USA,STEFFANIE,Looked happy on Common Milkweed and flew up to a tree. :)
AGTE493,2022-09-08T00:00:00Z,Plain City,OH,,USA,Douglas,on a tree near a clover field with perhaps hundreds of other monarchs.
AGTG250,2022-09-13T00:00:00Z,Cleveland,OH,,USA,Karen,Found at Wendy Park in Cleveland. The butterfly was hanging on a leak with a cluster of other butterflies.
AGTH293,2022-09-19T00:00:00Z,fishers,IN,,USA,dawn,On Mexican sunflower back yard
AGTH452,2022-09-03T00:00:00Z,Fraser,MI,,USA,REBECCA,NA
AGTH519,2022-09-15T00:00:00Z,Berkley,MI,,USA,Ashley,It was on a butterfly bush
AGTL337,2022-09-03T00:00:00Z,Hartford,WI,,USA,Jodi,She was on my zinnias
AGTL839,2022-09-08T00:00:00Z,Victoria,MN,,USA,Angela,NA
AGTL843,2022-08-08T00:00:00Z,Victoria,MN,,USA,Angela,NA
AGTL950,2022-08-28T00:00:00Z,Minneapolis,MN,,USA,Leesa,Feeding on an urban butterfly bush
AGTL964,2022-09-07T00:00:00Z,Chaska,MN,,USA,Lindsay,On some flowers outside of a downtown restaurant
AGTL964,2022-09-07T00:00:00Z,Chaska,MN,,USA,Daniella,NA
AGTL980,2022-10-23T00:00:00Z,East Bernard,TX,,USA,Janet,"Damaged wings, looked worn"
AGTM118,2022-09-02T00:00:00Z,Rochester,MN,,USA,Ed,Feeding on Zinnia flowers 5:30PM
AGTM123,2022-09-02T00:00:00Z,Rochester,MN,,USA,Carol,I saw it at my home sitting on a butterfly weed.
AGTN993,2022-09-14T00:00:00Z,Northampton,MA,,USA,Melissa,this butterfly was going to various flowers in my garden and looked healthy
AGTP039,2022-10-07T00:00:00Z,Leonardtown,MD,,USA,Erica,NA
AGTP330,2022-09-02T00:00:00Z,Hinesburg,VT,,USA,Amy,Found feeding in my neighbor’s flowerbed.
AGTP850,2022-09-27T00:00:00Z,Weaverville,NC,,USA,Aaron,NA
AGTP992,2022-10-15T00:00:00Z,Ellijay,GA,,USA,Meghan,NA
AGTR45,2022-10-11T00:00:00Z,Asheville,NC,,USA,Trudy,Mail truck apparently hit it.
AGTS242,2022-09-26T00:00:00Z,Stevensville,MD,,USA,Kacy,Found on my butterfly bush. Very active. Only stopped by for a sec.
AGTY039,2022-11-06T00:00:00Z,Cape May Point,PA,,USA,Peter,In a garden in cape May point
AGTY075,2022-10-12T00:00:00Z,Cape May Point,NJ,,USA,Ashley,Eating at a bush on Cape May Ave
AGTY250,2022-09-26T00:00:00Z,Cape May,NJ,,USA,Chris,Near Cape May Point by St. Peters Church.
AGTY448,2022-10-08T00:00:00Z,Cape May,NJ,,USA,Melissa,Feeding on a Butterfly Bush
AGTY513,2022-09-14T00:00:00Z,Cape May,NJ,,USA,Jeff,In my backyard with a wasp attached to it.
AGTY525,2022-09-21T00:00:00Z,cape may,NJ,,USA,Jean,NA
AGTY686,2022-10-09T00:00:00Z,Cape May,NJ,,USA,Heather,Caught it with the net as it flew by
AGTZ004,2022-09-14T00:00:00Z,Cape May Point,NJ,,USA,Sandy,NA
AGTZ010,2022-09-17T00:00:00Z,Cape May Point,NJ,,USA,Carrie,Resting on a dead branch of a very tall rose bush. Looked very worn but undamaged.
AGTZ011,2022-09-13T00:00:00Z,Cape May,NJ,,USA,Barbara,Adjacent to the Northwood Nature Centre lily pond in the garden of a residential home.
AGTZ045,2022-09-24T00:00:00Z,Cape May,NJ,,USA,Katherine,"Unfortunately the monarch couldn’t fly great. It looked wet with somewhat crimpled wings, almost like it just emerged from the cocoon. It was resting on a flower near the cape May lighthouse trails."
AGTZ051,2022-09-17T00:00:00Z,Cape May,NJ,,USA,Rebecca,"Found at Circle Park in Cape May, NJ"
AGTZ070,2022-09-20T00:00:00Z,Cape May,NJ,,USA,Claire,NA
AGTZ105,2022-09-24T00:00:00Z,Cape May,NJ,,USA,ELLEN,NA
AGTZ131,2022-10-05T00:00:00Z,Cape May Point,NJ,,USA,Liz,Eating on a butterfly bush
AGTZ196,2022-10-07T00:00:00Z,Milford,DE,,USA,Katie,Eating at a butterfly bush in my backyard.
AGTZ330,2022-10-22T00:00:00Z,Cape May Point,NJ,,USA,CATHERINE,cape may point near lighthouse
AGTZ378,2022-10-31T00:00:00Z,Cape May Point,NJ,,USA,Bob,Captured on Mexican sunflower in a garden in Cape May Point
AGUA952,2022-11-07T00:00:00Z,Cape Charles,VA,,USA,Andrew,"Tattered small male, flew away slowly 37.15910° N, 75.97695° W"
AGUB200,2022-09-25T00:00:00Z,Cape May Point,NJ,,USA,Donna,Found on a butterfly bush at St Peter’s by the Sea Church.
AGUB305,2022-10-09T00:00:00Z,Cape May,NJ,,USA,Heather,It was flying by and we caught it with a net.
AGUB372,2022-10-20T00:00:00Z,Cape May Point,NJ,,USA,greg,on butterfly weed
AGUE056,2022-10-13T00:00:00Z,Bryson Coty,NC,,USA,Whitney,"Found on the ground in Bryson City, NC. It has a damaged wing and missing it’s front leg. It doesn’t seem likely to survive."
AGUE724,2022-09-06T00:00:00Z,Sun Prairie,WI,,USA,Donna,Butterfly garden in my backyard
AGUG403,2022-10-12T00:00:00Z,Baton Rouge,LA,,USA,Becky,Found on milk weed plants
AGUJ003,2022-09-17T00:00:00Z,Gulf Breeze,FL,,USA,Stef,She was laying eggs on the milkweed in our garden :)
AGUJ016,2022-09-20T00:00:00Z,Gulf breeze,FL,,USA,Stefanie,This is the second female I’ve submitted a tag for :)
AGUJ477,2022-10-25T00:00:00Z,Lake Mary,FL,,USA,Meghan,The monarch was observed fluttering around three milkweed plants that I have an a planter on my back patio
AGUJ629,2022-10-31T00:00:00Z,Orlando,FL,,USA,chris,"The Monarch was in great shape and it was on my Jatropha podagrica
 Plant"
AGUL509,2022-10-13T00:00:00Z,Biscayne Park,FL,,USA,Sandi,I found the butterfly in our school butterfly garden.
AGUL513,2022-10-14T00:00:00Z,Miami,FL,,USA,Laila,The Monarch was found on a door to a classroom.
AGUP328,2022-09-09T00:00:00Z,Winter Haven,FL,,USA,Meredith,I went to take a picture of my daughter with it and thought it had gotten a trash sticker (like a banana) sticker on it but was so excited to see the tracking numbers on it! It actually let me catch it (I was careful!) and it flew away and enjoyed more wildflowers! :)
AGUP492,2022-09-14T00:00:00Z,Port Charlotte,FL,,USA,Daniel,Side of the rd dead
AGUP623,2022-12-31T00:00:00Z,Port Charlotte,FL,,USA,Emilio,I found it on the flood in my fathers backyard it was not moving to much
AGUR030,2022-11-16T00:00:00Z,Bradenton,FL,,USA,Elena,I hope it's not the tagging that killed the butterfly. My kids were concerned and wanted to call 911:-) 6yo. We brought it home.
AGUS297,2022-12-17T00:00:00Z,Hickory Creek,TX,,USA,Kelly,"While cleaning out a perennial bed in the backyard. How can I find out where the butterfly was released? Totally unrelated, KU Class of 1984."
AGUT090,2022-11-09T00:00:00Z,Hagerman NWR Pottsburo,TX,,USA,Allen,Hagerman Wildlife Refuge North Texas
AGUT717,2022-11-02T00:00:00Z,Waxahachie,TX,,USA,Breanna,Right wing segments badly damaged and curling. Found in the butterfly Garden near Wagsahachie Dog Park.
AGUT724,2022-11-02T00:00:00Z,Waxahachie,TX,,USA,Breanna,She was loving life in the Butterfly Garden near Wagsahachie Dog Park
AGUT727,2022-11-02T00:00:00Z,Waxahachie,TX,,USA,Breanna,Very active. Found in the Butterfly Garden near Wagsahachie Dog Park.
AGUT730,2022-11-02T00:00:00Z,Waxahachie,TX,,USA,Breanna,Loving life in the Butterfly Garden near Wagshachie Dog Park
AGUT734,2022-11-02T00:00:00Z,Waxahachie,TX,,USA,Breanna,"He was pretty tattered. The edges of his wings were severely damaged and see-through. He wasn't flying, just climbing around on the plants. We saw him in the butterfly garden near the Wagsahachie Dog Park."
AGUU393,2022-10-12T00:00:00Z,Dallas,TX,,USA,Blair,NA
AGUU755,2022-10-08T00:00:00Z,Farmers branch,TX,,USA,Kensley,Monarch was hanging out with 3 of their friends eating from some milkweed. It was happy and alive!
AGUX054,2022-10-10T00:00:00Z,Hurst,TX,,USA,Teresa,NA
AGUX689,2022-10-15T00:00:00Z,Grapevine,TX,,USA,Tammy,Feeding on Gregg’s mistflower
AGUX961,2022-10-15T00:00:00Z,Grapevine,TX,,USA,Luke,NA
AGUY084,2022-10-15T00:00:00Z,Grapevine,TX,,USA,Hunter,Found in a local park
AGUY139,2022-10-15T00:00:00Z,Grapevine,TX,,USA,Angie,found on penta at grapevine botanical garden
AGUY692,2022-10-15T00:00:00Z,Southlake,TX,,USA,Chris,Found inside Bob Jones Nature Center & Preserve
AGUY939,2022-10-11T00:00:00Z,Corinth,TX,,USA,Lori,NA
AGUZ100,2022-10-01T00:00:00Z,Wichita Falls,TX,,USA,Megan,NA
AGUZ575,2022-10-01T00:00:00Z,Wichita Falls,TX,,USA,LYNN,NA
AGW016,2022-09-20T00:00:00Z,Milwaukee,WI,,USA,Mark,NA
AGWE002,2022-10-14T00:00:00Z,Houston,TX,,USA,Joshua,Found at the Houston Zoo
AGWE002,2022-10-15T00:00:00Z,Houston,TX,,USA,McKay,Found on milkweed at the Houston Zoo
AGWE003,2022-10-15T00:00:00Z,Houston,TX,,USA,Sara,Outside the Houston zoo
AGWE007,2022-11-09T00:00:00Z,Houston,TX,,USA,Christine,On mist flowers at the alligator exhibit at the Houston Zoo
AGWE007,2022-11-29T00:00:00Z,Houston,TX,,USA,Judi,This monarch was found in one of the pollinator gardens at the Houston Zoo. It flew away shortly after taking the photograph.
AGWE287,2022-11-13T00:00:00Z,Houston,TX,,USA,Judy,"Found in our back yard. It is very weak, unable to fly."
AGWE426,2022-10-23T00:00:00Z,Houston,TX,,USA,Alex,NA
AGWG176,2022-10-03T00:00:00Z,Missouri City,TX,,USA,OPAL,NA
AGWG182,2022-10-19T00:00:00Z,Missouri City,TX,,USA,Alice,"I didn't realize it was already tagged, and I tagged it myself on 10/19 (AGJE000), just FYI. It has remained in my yard since then, and I just noticed the AGWG182 tag today (10/25)."
AGWG196,2022-11-11T00:00:00Z,Missouri city,TX,,USA,Karen,Found eatting on milkweed flowers and depositing eggs on milkweed
AGWG199,2022-11-09T00:00:00Z,Missouri City,TX,,USA,Alice,Nectaring on zinnia
AGWG201,2022-11-11T00:00:00Z,Missouri City,TX,,USA,Alice,"This is the fourth in the AGWG series I've found and reported. Large, healthy female -- forewing length = 5.1 cm"
AGWG225,2022-12-08T00:00:00Z,Missouri City,TX,,USA,Alice,"Nectaring on lantana in my backyard. Pretty faded, with torn right forewing."
AGWG229,2022-12-09T00:00:00Z,Missouri city,TX,,USA,Karen,Feeding on milkweed nectar
AGWG260,2022-12-09T00:00:00Z,Missouri City,TX,,USA,Alice,"Sorry I couldn't provide gender nor photo: I made mental note of the tag, but thought it was one of my previously tagged butterflies. Monarch was nectaring on duranta."
AGWG287,2022-12-09T00:00:00Z,Missouri city,TX,,USA,Karen,Feeding on milkweed nectar
AGWG303,2022-12-26T00:00:00Z,Sugarland,TX,,USA,shen-hsiu,Save it from my pool and put it on the nearby tree
AGWG927,2022-10-19T00:00:00Z,Katy,TX,,USA,B,NA
AGWG943,2022-10-16T00:00:00Z,Baytown,TX,,USA,Frances,NA
AGWG962,2022-10-13T00:00:00Z,Baytown,TX,,USA,Frances,Monarch was spotted in the front yard on a Cosmos plant.
AGWG963,2022-10-14T00:00:00Z,Baytown,TX,,USA,Frances,Butterfly was on a Cosmos on the walkway to our house (It has cosmos & zinnia plants.)
AGWG971,2022-10-11T00:00:00Z,Baytown,TX,,USA,Ryan,"It was found in the backyard of my home, near a wooded trails sight that leads to Jenkins Park."
AGWH302,2022-12-04T00:00:00Z,Pearland,TX,,USA,Eddie,Laying eggs on milkweeds
AGWH412,2022-12-07T00:00:00Z,Buna,TX,,USA,kelli,NA
AGWH847,2022-11-16T00:00:00Z,schertz,TX,,USA,Cheryl,NA
AGWJ414,2022-10-08T00:00:00Z,San Antonio,TX,,USA,Wendy,San Antonio Zoo
AGWJ426,2022-10-10T00:00:00Z,Alamo Heights,TX,,USA,Cristina,It was found in my front yard on a pink/yellow lantana bush
AGWJ448,2022-10-11T00:00:00Z,San Antonio,TX,,USA,Rubi,Found at the San Antonio Zoo Discovery Playce garden by our Greater Flamingo's exhibit.
AGWJ448,2022-10-24T00:00:00Z,San Antonio Zoo,TX,,USA,David,"Found in the pollinator garden at the San Antonio Zoo. Some damage to hindwings, and dull colors overall. Maybe an older individual"
AGWJ472,2022-10-08T00:00:00Z,San Antonio,TX,,USA,Hannah,"Laying eggs on a nearby milkweed plant. Also I'm not certain the ""J"" was the correct symbol on her id bc the photo I took was partially blocked and i couldnt see the bottom of the letter"
AGWJ566,2022-10-08T00:00:00Z,San Antonio,TX,,USA,Wendy,San Antonio Zoo
AGWJ566,2022-10-10T00:00:00Z,San Antonio,TX,,USA,Carol,Spotted at San Antonio Zoo
AGWJ592,2022-10-09T00:00:00Z,San Antonio,TX,,USA,Sherry,Feeding on a Greg’s mist plant in a flower garden near my front door
AGWJ592,2022-10-09T00:00:00Z,San Antonio,TX,,USA,John,our front garden area shared with our neighbor
AGWJ596,2022-10-12T00:00:00Z,San Antonio,TX,,USA,Nicole,Spotted at San Antonio Zoo.
AGWJ642,2022-10-10T00:00:00Z,San Antonio,TX,,USA,Brian,NA
AGWJ643,2022-10-08T00:00:00Z,San Antonio,TX,,USA,NA,NA
AGWJ672,2022-10-08T00:00:00Z,San Antonio,TX,,USA,Linda,Found at San Antonio Zoo
AGWJ681,2022-10-09T00:00:00Z,San Antonio,TX,,USA,Matthew,NA
AGWJ713,2022-10-13T00:00:00Z,San Antonio,TX,,USA,Mariana,We were at a picnic table near the San Antonio zoo. The monarch was dead.
AGWJ740,2022-10-09T00:00:00Z,San Antonio,TX,,USA,Samantha,Japanese Tea Garden
AGWJ742,2022-10-11T00:00:00Z,San Antonio,TX,,USA,Rubi,Found at the San Antonio Zoo Discovery Playce native garden by our Greater Flamingo Exhibit.
AGWJ751,2022-10-14T00:00:00Z,San Antonio,TX,,USA,Michelle,San Antonio Botanical Garden
AGWJ751,2022-10-23T00:00:00Z,San Antonio,TX,,USA,David,Seen at the San Antonio Botanical Garden. Tons of butterflies there on siam weed
AGWJ751,2022-10-23T00:00:00Z,San Antonio,TX,,USA,Becca,Found at San Antonio Botanical Garden nectaring on Gregg’s Mistflower
AGWJ760,2022-10-13T00:00:00Z,San Antonio,TX,,USA,Laura,He was feeding in the pollinator garden at the San Antonio Zoo
AGWJ768,2022-10-12T00:00:00Z,San Antonio,TX,,USA,David,Found at the San Antonio Botanical Garden during a butterfly survey. Feeding from Conoclinium sp. Some damage to left wing
AGWJ943,2022-10-24T00:00:00Z,San Antonio,TX,,USA,Merrilee,NA
AGWJ945,2022-10-22T00:00:00Z,San Antonio,TX,,USA,R,NA
AGWJ947,2022-10-22T00:00:00Z,San Antonio,TX,,USA,David,San Antonio Botanical Garden
AGWJ949,2022-10-23T00:00:00Z,San Antonio,TX,,USA,JEREMY,spotted twice at the San Antonio botanical garden rose and old fashioned garden
AGWJ952,2022-10-23T00:00:00Z,San Antonio,TX,,USA,Harmony,Happy on a flower
AGWJ953,2022-10-24T00:00:00Z,San Antonio,TX,,USA,Keith,San Antonio Botanical Gardens
AGWJ986,2022-10-26T00:00:00Z,San Antonio,TX,,USA,NA,Currently resting on our a/c unit. Has been flitting around our garden
AGWL003,2022-10-25T00:00:00Z,San Antonio,TX,,USA,Abby,San Antonio Botanical gardens
AGWL015,2022-11-06T00:00:00Z,San Antonio,TX,,USA,David,Old Fashioned Garden
AGWL056,2022-10-29T00:00:00Z,San Antonio,TX,,USA,Wendell,Found at the San Antonio Botanical Gardens. There were many monarchs there and several were tagged.
AGWL157,2022-10-31T00:00:00Z,San Antonio,TX,,USA,Agustin,San Antonio Botanical Garden
AGWL201,2022-10-28T00:00:00Z,San Antonio,TX,,USA,Emily,At the San Antonio Botanical Gardens on Purple Mistflower in the Pollinator garden
AGWL328,2022-10-09T00:00:00Z,San Antonio,TX,,USA,Aidan,NA
AGWL362,2022-10-14T00:00:00Z,South Padre Island,TX,,USA,Barbara,"AGWL362 was found happily feasting on Jack in the Bush nectar at South Padre Birding Center in South Padre Island, TX on Friday, 10/14/22. No visible damage to wings and sticker was still firmly affixed. Godspeed, Monarch!"
AGWP030,2022-10-15T00:00:00Z,Andrews,TX,,USA,Julia,NA
AGWP829,2022-09-10T00:00:00Z,Montreal,QC,,CAN,Tom,We plant Mexican sunflowers grown from seed every year. She has been here in our backyard for days.
AGWR268,2022-09-12T00:00:00Z,Alton,NH,,USA,Taylor,In my yard
AGWR338,2022-09-01T00:00:00Z,Alna,ME,,USA,Kaitlyn,on a sunflower
AGWS156,2022-09-10T00:00:00Z,Clarence Center,NY,,USA,Joan,The butterfly spent a lot of time on my zinnias !
AGWS156,2022-09-10T00:00:00Z,Clarence Center,NY,,USA,Lauren,Getting nectar from the zinnias all day!
AGWT248,2022-10-08T00:00:00Z,Arnold,MD,,USA,Erin,NA
AGWU163,2022-11-06T00:00:00Z,Point Clear,AL,,USA,Steven,Feeding on a bottle brush bush in Point Clear Alabama
AGWU181,2022-10-30T00:00:00Z,Point Clear,AL,,USA,Emily,NA
AGWU183,2022-10-27T00:00:00Z,Fairhope,AL,,USA,Lisa,Spotted the butterfly with about 20 others feeding off a bush
AGWU211,2022-10-30T00:00:00Z,Point Clear,AL,,USA,Emily,NA
AGWU212,2022-10-31T00:00:00Z,Point Clear,AL,,USA,Jennifer,The monarch was feeding on a cluster bottlebrush shrub
AGWU217,2022-10-31T00:00:00Z,Point Clear,AL,,USA,Jennifer,The monarch was feeding on a crimson bottlebrush shrub
AGWU218,2022-10-30T00:00:00Z,Point Clear,AL,,USA,Emily,NA
AGWU219,2022-10-29T00:00:00Z,Point Clear,AL,,USA,Erin,Found at the Monarch Waystation Program garden
AGWU222,2022-10-29T00:00:00Z,Point Clear,AL,,USA,Margaret,"Seen with about 50 on bushes, Grand Hotel just in front of mobile Bay"
AGWU222,2022-10-30T00:00:00Z,Point Clear,AL,,USA,Emily,NA
AGWU236,2022-10-30T00:00:00Z,Point Clear,AL,,USA,Emily,NA
AGWU242,2022-10-30T00:00:00Z,Point Clear,AL,,USA,Emily,NA
AGWU244,2022-10-30T00:00:00Z,Point Clear,AL,,USA,Emily,NA
AGWU255,2022-10-30T00:00:00Z,Point Clear,AL,,USA,Emily,NA
AGWU437,2022-09-14T00:00:00Z,Virginia Beach,VA,,USA,amy,it was seen in our garden yesterday and then found inside our garage this morning...seemed like it was nearly dead so we put it back out in the garden - came back and it was stiff.
AGWW416,2022-11-24T00:00:00Z,Apalachicola,FL,,USA,Susie,It was floating above my garden and I captured a photo as she rested on the blooms
AGWW691,2022-12-29T00:00:00Z,Port St. Joe,FL,,USA,Andrea,Port St. Joe Beach
AGWX745,2022-09-14T00:00:00Z,Lancaster,OH,,USA,Rella,The butterfly was on flowers along my driveway around 4:00 PM.
AGWX909,2022-10-10T00:00:00Z,Toledo,OH,,USA,LYNETTE,I released it yesterday. It never made it farther than my yard. A praying mantis was eating it.
AGWY658,2022-11-07T00:00:00Z,Tipp City,OH,,USA,Autum & Lola,NA
AGWZ178,2022-09-10T00:00:00Z,Milford,MI,,USA,Jacob,Found in Milford Park on a large nectar rich bush.
AGWZ713,2022-10-02T00:00:00Z,Omaha,NE,,USA,JESSICA,NA
AGXA396,2022-09-05T00:00:00Z,Little Chute,WI,,USA,Paul,It was get nourishment on a Meadow Blazing Star
AGXA438,2022-09-06T00:00:00Z,St. Paul,MN,,USA,Elisha,In my front yard flower garden.
AGXA462,2022-09-15T00:00:00Z,Eagan,MN,,USA,Lawrence,Front yard on sunflower and unknown plant
AGXA469,2022-09-18T00:00:00Z,Bloomington,MN,,USA,Eric,Found near backyard vegetable and flower garden visiting Zinnias.
AGXC721,2022-10-04T00:00:00Z,Mcloud,OK,,USA,Ryan,NA
AGXC885,2022-09-28T00:00:00Z,Tulsa,OK,,USA,Melanie,Saw it and took pictures at Tulsa Gathering Place
AGXC960,2022-10-01T00:00:00Z,Tulsa,OK,,USA,STEVY,Gathering Place
AGXE013,2022-10-02T00:00:00Z,TULSA,OK,,USA,LAURA,It was nectaring on porterweed at the Tulsa Garden Center
AGXE033,2022-09-30T00:00:00Z,Tulsa,OK,,USA,Jim,I found the monarch on a milkweed plant in a raised bed garden in my yard.
AGXE033,2022-10-03T00:00:00Z,Tulsa,OK,,USA,Jim,I also reported a monarch with same tag code on september 30
AGXE651,2022-09-07T00:00:00Z,Ottawa,ON,,CAN,Janet,Fletcher Wildlife Garden
AGXE651,2022-09-07T00:00:00Z,OTTAWA,ON,,CAN,JANET,took a photo of the monarch at Fletchers Wildlife garden
AGXG283,2022-09-04T00:00:00Z,Dover,NH,,USA,Chris,NA
AGXG469,2022-09-07T00:00:00Z,Rockport,ME,,USA,Christy,Found by my 5 yo daughter on a flower in her flower garden. “Mommy! This monarch has a sticker on it!”
AGXL100,2022-10-12T00:00:00Z,Columbia,MD,,USA,CASEY,"slug slime on wings, abdomen detached."
AGXL117,2022-10-14T00:00:00Z,Columbia,MD,,USA,CASEY,predator damage
AGXM335,2022-10-08T00:00:00Z,Asheville,NC,,USA,Steph,NA
AGXM335,2022-10-09T00:00:00Z,Asheville,NC,,USA,Gina,Found at NC Arboretum Asheville NC
AGXM335,2022-10-09T00:00:00Z,Asheville,NC,,USA,Sara,NC Arboretum - outside
AGXM806,2022-10-03T00:00:00Z,Athens,GA,,USA,Martha Easton,"Found at State Botanical Gardens in Athens,GA"
AGXN076,2022-09-17T00:00:00Z,Louisville,KY,,USA,Alison,"Was found in our garden, colleting pollen from zinnia flowers. Seemed to be in good condition"
AGXN112,2022-09-17T00:00:00Z,Morehead,KY,,USA,Jason,It was found dead. I'm pretty sure I photographed it a few days before in the same exact spot.
AGXN113,2022-09-19T00:00:00Z,Morehead,KY,,USA,Holly,"It isn’t flying, i found it on the sidewalk."
AGXR791,2022-09-18T00:00:00Z,Davenport,IA,,USA,Lisa,"I was informed this monarch was tagged and release a few miles away on 9/13/22. He was feeding on New England Aster in my native prairie garden, and looked perfect!"
AGXT020,2022-09-09T00:00:00Z,Forest Lake,MN,,USA,Kaari,Kept in a mesh enclosure outdoors from caterpillar to adult.
AGXT595,2022-09-29T00:00:00Z,Wichita,KS,,USA,Susan/ Betsy,Price Harris Elementary 3rd grade student Lilly found on the playground. It was dead when she found it. We did not see the tag until the next day.
AGXW657,2022-09-23T00:00:00Z,Wichita,KS,,USA,Kimberly,I saw the monarch at Botanica in Wichita Kansas
AGXW722,2022-10-10T00:00:00Z,Witchita,KS,,USA,Alana,NA
AGXW736,2022-10-15T00:00:00Z,Wichita,KS,,USA,Chase,NA
AGXW823,2022-10-05T00:00:00Z,Wichita,KS,,USA,Dan,At botanical garden
AGXX554,2022-09-29T00:00:00Z,Tulsa,OK,,USA,Jennifer Wren,Visiting my herb garden
AGXX554,2022-09-29T00:00:00Z,Tulsa,OK,,USA,Jerry,NA
AGXX645,2022-09-30T00:00:00Z,Tulsa,OK,,USA,Kirby,"It appeared to be in good health at the Tulsa Rose Garden at Woodward Park, Tulsa, OK."
